N,P,K,temperature,humidite,pH,precipitation,culture,ratio_N_P,ratio_N_K,ratio_P_K,score_NPK_balance,EC_approx,pH_times_EC
0.969562260923134,-0.47215481151125277,-0.15829830512890147,-0.7805959558315952,0.6613550533800179,0.07357717009309121,202.9355362,rice,-2.053483809303565,-6.124906139289518,2.9826902513376856,0.6381452543588315,1.36781,0.10063958902503109
0.8397784566710234,-0.003692214048944197,-0.19335405663663288,-0.5991493443243104,0.5924473854927133,0.6885380423476904,226.6555374,rice,-227.44576710311833,-4.343216125272227,0.019095612024747504,0.5870762634130049,1.36781,0.9417892197035944
0.19085943541046987,-0.09152895107312706,-0.14077042937503578,-0.3477738666163209,0.6743750301736284,1.6103405901445467,263.9642476,rice,-2.08523568961238,-1.3558205104424927,0.6502001271110621,0.39143857434436435,1.36781,2.202639962605612
0.5542540873163798,-0.6771071979010128,-0.2108819323904986,0.3624829371087439,0.5858443750278244,0.6222332133087549,242.8640342,rice,-0.8185618009002571,-2.6282673012026705,3.2108355145721355,0.19893316950460727,1.36781,0.851096811495848
0.6580811307180683,-0.47215481151125277,-0.1758261808827672,-0.9332893315528041,0.6450658340268196,1.367011142382636,262.7173405,rice,-1.3937825363077643,-3.7427937489971788,2.6853498673560106,0.5076739311089901,1.36781,1.8698115106623934
0.4244702830642691,-0.6185493732182242,-0.1758261808827672,-0.33685722845815513,0.7173365814707997,0.7291712120658624,251.0549998,rice,-0.6862350871941082,-2.414147204546781,3.5179594421757048,0.0642742430880966,1.36781,0.9973676755758073
0.4244702830642691,-0.09152895107312706,-0.24593768389823,-0.40799434132406065,0.6874208967765538,-0.8483044774352573,271.3248604,rice,-4.637552141563805,-1.7259261628238989,0.37216318224336087,0.518115968479533,1.36781,-1.1603193472807192
1.0733893043248226,-0.15008677575591564,-0.2108819323904986,-0.9032283478010269,0.697847412883223,-0.8278236378677925,241.9741949,rice,-7.151791348162899,-5.090001273021267,0.7117099793926105,0.668144356739161,1.36781,-1.1323054501119452
0.9436055000727118,-0.12080786341452135,-0.24593768389823,-0.03988481788652704,0.7240958691574569,0.2831504106721528,230.4462359,rice,-7.810795368799549,-3.8367666358246244,0.49121330858963497,0.6336959034465115,1.36781,0.3872959632214773
0.39851352221384695,-0.003692214048944197,-0.24593768389823,-0.30305690659098883,0.7035439619111348,-0.11803447617407009,221.2091958,rice,-107.93348298097817,-1.6203841391738625,0.015012803204538796,0.3960636764058074,1.36781,-0.1614487368556548
0.9955190217735561,-0.15008677575591564,-0.2108819323904986,0.36984470516804313,0.6373961910123243,-1.209892947040749,264.6148697,rice,-6.632956279856108,-4.7207411772484775,0.7117099793926105,0.6694655977440958,1.36781,-1.6549036718918066
0.969562260923134,-0.35503916214567566,-0.1758261808827672,-0.1492554760760901,0.6387504142797523,1.2226242457682894,250.0832336,rice,-2.7308600410827757,-5.514322474931043,2.019262207500255,0.7075804678217399,1.36781,1.6723176696043238
0.6580811307180683,-0.003692214048944197,-0.14077042937503578,0.4255713226551509,0.6156692445742565,-1.5287856848554497,284.4364567,rice,-178.23482658223708,-4.6748534734154354,0.026228619642180147,0.5958500640675657,1.36781,-2.0910883476021325
1.0474325434744005,-0.06225003873173277,-0.28099343540596144,-0.14192319071352866,0.6635710866893012,0.6267758023214463,185.2773389,rice,-16.826215128770002,-3.727605030918735,0.22153556235859345,0.5955811532130942,1.36781,0.8573102101732973
1.0733893043248226,-0.2379235127800985,-0.2634655596520957,0.1943738551513992,0.6065395108060253,0.5850202022533967,209.5869708,rice,-4.511488972999931,-4.0741161984975385,0.9030535645504281,0.6881021514437,1.36781,0.8001964828442185
0.19085943541046987,-0.2964813374628871,-0.2284098081443643,-0.08750906148337705,0.5916536143462907,0.6933678825943916,231.0863347,rice,-0.6437485645596875,-0.8356008744153357,1.2980236701372245,-0.3750725608702159,1.36781,0.9483955234914349
0.8397784566710234,-0.58927046087683,-0.19335405663663288,-0.6364980155888817,0.6935193276027977,-0.21824984358098834,276.6552459,rice,-1.4251154816439286,-4.343216125272227,3.047623986416982,0.5340291769196601,1.36781,-0.29852431854851164
0.9955190217735561,-0.6771071979010128,-0.2284098081443643,-0.1869542566561427,0.5964815190646419,0.6112683223147459,206.2611855,rice,-1.4702531960369034,-4.358477553399754,2.964440114905458,0.5452035641462663,1.36781,0.8360989239453326
0.6321243698676462,-0.58927046087683,-0.28099343540596144,-0.5798396935503703,0.5872338345070988,-0.5574049310686139,224.5550169,rice,-1.0727236673751641,-2.249605471937069,2.0970968948989483,0.3116355439457794,1.36781,-0.7624240387649608
0.9176487392222897,-0.6771071979010128,-0.2108819323904986,-0.23064627893278544,0.7262406353797989,-0.6723284044955169,291.2986618,rice,-1.35524883218926,-4.351481081475688,3.2108355145721355,0.5161606548670697,1.36781,-0.9196175149530129
0.9436055000727118,-0.38431807448706995,-0.28099343540596144,-0.6898851007269172,0.5987981360251511,0.004037903398584752,185.4974732,rice,-2.455272241182241,-3.358105141173318,1.3677119322443658,0.6474631031340656,1.36781,0.005523084647618209
0.6061676090172241,-0.5307126361940414,-0.15829830512890147,0.09080923891411354,0.7069792264501689,-1.5730377250377459,231.3843163,rice,-1.1421767029409764,-3.829274157569944,3.352610981917241,0.43166631566938607,1.36781,-2.151616730683879
0.3725567613634248,0.02558669829245009,-0.19335405663663288,-0.5630510873351434,0.6192308478782055,-0.4899464461962938,213.3560921,rice,14.56056413004861,-1.9268111972616362,-0.1323308066948642,0.47484322444560834,1.36781,-0.6701536485717526
0.7878649349701791,-0.5014337238526471,-0.15829830512890147,-0.7453968406281741,0.6890168241791382,-0.21252925708513182,233.1075816,rice,-1.571224465950965,-4.977090148429731,3.167650616627463,0.581316543283664,1.36781,-0.2906996431336141
1.1772163477265112,-0.32576024980428137,-0.2634655596520957,-0.2501254373884972,0.6339208092850114,1.0762696782584356,224.0581164,rice,-3.613750752075459,-4.468198231605742,1.2364433903028742,0.7264584714471558,1.36781,1.4721324286186708
0.3466000005130027,-0.15008677575591564,-0.19335405663663288,0.0741418472630199,0.6008094618706671,1.539902548743052,257.0038865,rice,-2.3093307106328558,-1.7925664790388258,0.7762277056228061,0.5045573691789771,1.36781,2.106294105196234
1.1512595868760889,0.02558669829245009,-0.15829830512890147,0.33562914437991503,0.7449274110726987,-0.17521206914706786,271.3586137,rice,44.99445663983121,-7.272722130149305,-0.16163595858853308,0.5798625286606064,1.36781,-0.23965682030005087
1.1512595868760889,-0.2379235127800985,-0.19335405663663288,-0.037166096867593534,0.6016730810917584,0.7263056203345623,260.2634026,rice,-4.838780217321959,-5.954152743945953,1.230506961781641,0.6873068308814391,1.36781,0.9934480905498175
0.19085943541046987,-0.2672024251214928,-0.14077042937503578,-0.8017779972056083,0.7635026370890629,-0.22308710434761886,240.0810647,rice,-0.7142878112864771,-1.3558205104424927,1.898143142048826,-0.06877832187172261,1.36781,-0.30514077219771657
0.8138216958206012,-0.2086446004387042,-0.2985213111598271,-0.49095732380408774,0.6057335564607542,-0.45469718604364767,197.9791215,rice,-3.9005164481104626,-2.7261762071816853,0.6989269865795167,0.644781079767446,1.36781,-0.6219393580423617
0.5282973264659576,-0.03297112639033849,-0.19335405663663288,-0.665134954328265,0.7817629279474172,-0.7059120469530114,272.2017204,rice,-16.023029368531503,-2.7322795065984997,0.17052203074435923,0.5482077022906621,1.36781,-0.9655535569427984
1.0214757826239782,-0.6771071979010128,-0.2108819323904986,-0.5158617568031852,0.5929234526467345,-0.09374472406431839,200.0882787,rice,-1.5085879839861178,-4.843827875839406,3.2108355145721355,0.565340096549571,1.36781,-0.12822497102241534
0.8397784566710234,-0.6185493732182242,-0.2284098081443643,-0.03744912708952988,0.6914102516271001,-0.08599253665852453,224.6757231,rice,-1.3576579219566187,-3.67663045424148,2.7080683541718833,0.4957246316372682,1.36781,-0.11762145156689645
1.1772163477265112,-0.15008677575591564,-0.24593768389823,-0.9054014179068424,0.646461071907484,-1.6370130153267515,270.4417274,rice,-7.8435714392386195,-4.7866448486749515,0.610263434935909,0.6592891704998476,1.36781,-2.239122772494084
0.9176487392222897,-0.12080786341452135,-0.14077042937503578,0.20854731581343153,0.7383206295397068,-0.33275827469828045,233.1321372,rice,-7.59593550689339,-6.518760675067071,0.8581906296006895,0.6425263729358688,1.36781,-0.455150095715055
1.0993460651752447,-0.09152895107312706,-0.1758261808827672,0.42445973148603444,0.6673055323204903,-0.5611660095856518,193.3473987,rice,-12.010910780534589,-6.252459444070153,0.5205649728248056,0.6215973479601967,1.36781,-0.7675684795713503
